QuestionId,IsTrue
279,0
280,0
281,0
282,0
283,1
284,0
285,1
286,0
287,0
288,1
289,1
290,0
291,0
292,0
293,1
294,1
295,1
296,0
297,0
298,1
299,0
300,0
301,0
302,0
303,1
304,0
305,1
306,1
307,0
308,1
309,1
310,0
311,0
312,1
313,0
314,0
315,0
316,1
317,0
318,0
319,1
320,1
321,0
322,0
323,0
324,1
325,1
326,1
327,1
328,0
329,1
330,0
331,1
332,0
333,0
334,0
335,1
336,0
337,0
338,0
339,0
340,0
341,0
342,1
343,0
344,0
345,1
346,1
347,0
348,0
349,0
350,1
351,1
352,0
353,0
354,0
355,1
356,0
357,0
358,0
359,1
360,0
361,0
362,1
363,0
364,1
365,0
366,1
367,1
368,0
369,1
370,0
371,1
372,0
373,0
374,1
375,1
376,0
377,0
378,0
379,0
380,0
381,0
382,0
383,1
384,1
385,0
386,0
387,1
388,1
389,0
390,1
391,1
392,0
393,0
394,1
395,0
396,0
397,1
398,0
399,0
400,0
401,0
402,1
403,1
404,1
405,0
406,0
407,0
408,0
409,0
410,0
411,0
412,0
413,1
414,0
415,1
416,1
417,0
418,0
419,0
420,0
421,0
422,1
423,0
424,0
425,1
426,0
427,0
428,1
429,1
430,0
431,1
432,1
433,0
434,1
435,0
436,0
437,0
438,1
439,0
440,0
441,0
442,0
443,0
444,0
445,1
446,0
447,0
448,0
449,1
450,0
451,0
452,0
453,0
454,1
455,1
456,0
457,0
458,1
459,1
460,0
461,0
462,1
463,1
464,0
465,0
466,0
467,0
468,0
469,1
470,0
471,0
472,0
473,0
474,0
475,1
476,0
477,0
478,0
479,1
480,0
481,0
482,1
483,1
484,0
485,0
486,1
487,0
488,0
489,1
490,1
491,1
492,1
493,0
494,1
495,1
496,1
497,0
498,1
499,0
500,0
501,0
502,0
503,1
504,0
505,0
506,1
507,1
508,1
509,0
510,1
511,1
512,1
513,0
514,1
515,0
516,0
517,1
518,1
519,0
520,0
521,0
522,0
523,0
524,0
525,0
526,1
527,1
528,1
529,1
530,0
531,1
532,1
533,0
534,0
535,1
536,0
537,1
538,1
539,0
540,1
541,0
542,1
543,1
544,1
545,0
546,0
547,0
548,0
549,0
550,1
551,0
552,1
553,1
554,0
555,0
556,1
557,0
558,0
559,1
560,1
561,1
562,0
563,0
564,0
565,0
566,0
567,0
568,0
569,1
570,0
571,0
572,1
573,0
574,0
575,1
576,0
577,1
578,1
579,1
580,1
581,1
582,0
583,0
584,1
585,1
586,1
587,0
588,1
589,0
590,1
591,0
592,0
593,1
594,0
595,1
596,0
597,1
598,1
599,1
600,1
601,1
602,0
603,0
604,1
605,1
606,0
607,1
608,0
609,0
610,1
611,0
612,1
613,0
614,0
615,0
616,0
617,1
618,0
619,0
620,0
621,1
622,1
623,1
624,1
625,0
626,1
627,0
628,0
629,1
630,0
631,1
632,1
633,1
634,1
635,1
636,0
637,1
638,0
639,0
640,1
641,0
642,0
643,0
644,1
645,0
646,0
647,0
648,1
649,0
650,1
651,1
652,1
653,0
654,1
655,0
656,1
657,0
658,0
659,0
660,0
661,0
662,0
663,0
664,0
665,1
666,0
667,1
668,0
669,0
670,1
671,0
672,0
673,1
674,1
675,0
676,0
677,0
678,0
679,1
680,1
681,1
682,0
683,1
684,0
685,1
686,0
687,0
688,0
689,1
690,1
691,0
692,0
693,0
694,0
695,0
696,0
697,0
698,0
699,1
700,0
701,0
702,0
703,0
704,0
705,0
706,1
707,0
708,0
709,1
710,0
711,1
712,0
713,0
714,0
715,0
716,1
717,1
718,1
719,0
720,0
721,0
722,0
723,0
724,0
725,1
726,0
727,1
728,0
729,0
730,1
731,0
732,0
733,0
734,1
735,1
736,0
737,1
738,0
739,0
740,1
741,1
742,0
743,1
744,1
745,1
746,0
747,0
748,1
749,0
750,0
751,0
752,1
753,0
754,1
755,0
756,0
757,1
758,1
759,0
760,0
761,0
762,0
763,1
764,1
765,1
766,1
767,0
768,0
769,1
770,1
771,0
772,1
773,1
774,1
775,1
776,0
777,0
778,1
779,0
780,1
781,0
782,0
783,0
784,0
785,0
786,0
787,0
788,1
789,1
790,1
791,0
792,0
793,1
794,0
795,0
796,0
797,1
798,1
799,1
800,0
801,1
802,1
803,0
804,1
805,0
806,0
807,1
808,1
809,1
810,0
811,0
812,1
813,0
814,1
815,1
816,1
817,1
818,1
819,1
820,0
821,1
822,1
823,0
824,0
825,0
826,0
827,1
828,1
829,1
830,0
831,1
832,0
833,0
834,0
835,0
836,1
837,0
838,0
839,0
840,1
841,0
842,0
843,0
844,0
845,1
846,0
847,1
848,1
849,0
850,0
851,1
852,1
853,1
854,0
855,1
856,1
857,0
858,0
859,0
860,0
861,0
862,0
863,0
864,0
865,1
866,1
867,1
868,0
869,0
870,1
871,0
872,1
873,1
874,0
875,1
876,0
877,0
878,1
879,1
880,1
881,1
882,1
883,0
884,0
885,0
886,0
887,1
888,0
889,0
890,1
891,0
892,1
893,1
894,0
895,0
896,0
897,0
898,0
899,0
900,0
901,0
902,0
903,1
904,1
905,1
906,0
907,0
908,1
909,0
910,0
911,0
912,0
913,0
914,0
915,0
916,0
917,1
918,0
919,1
920,0
921,0
922,1
923,0
924,1
925,1
926,1
927,1
928,0
929,0
930,0
931,1
932,0
933,1
934,0
935,1
936,1
937,0
938,0
939,1
940,0
941,1
942,0
943,1
944,0
945,1
946,0
947,1
948,0
949,1
950,0
951,0
952,0
953,0
954,0
955,1
956,0
957,1
958,0
959,1
960,0
961,0
962,0
963,0
964,1
965,0
966,1
967,0
968,1
969,1
970,0
971,0
972,1
973,0
974,1
975,0
976,0
977,1
978,0
979,1
980,1
981,0
982,1
983,0
984,1
985,1
986,0
987,0
988,0
989,1
990,1
991,1
992,1
993,1
994,0
995,1
996,1
997,0
998,0
999,1
1000,0
1001,1
1002,1
1003,1
1004,0
1005,0
1006,0
1007,1
1008,1
1009,1
1010,0
1011,1
1012,0
1013,1
1014,1
1015,0
1016,1
1017,1
1018,1
1019,0
1020,0
1021,0
1022,1
1023,1
1024,0
1025,0
1026,0
1027,1
1028,0
1029,0
1030,0
1031,0
1032,0
1033,1
1034,1
1035,1
1036,0
1037,1
1038,1
1039,1
1040,0
1041,0
1042,1
1043,0
1044,0
1045,0
1046,0
1047,0
1048,0
1049,1
1050,0
1051,0
1052,0
1053,1
1054,0
1055,0
1056,1
1057,0
1058,0
1059,1
1060,1
1061,0
1062,1
1063,0
1064,1
1065,0
1066,1
1067,1
1068,0
1069,0
1070,0
1071,0
1072,1
1073,1
1074,0
1075,1
1076,0
1077,1
1078,1
1079,1
1080,1
1081,0
1082,0
1083,1
1084,1
1085,1
1086,0
1087,1
1088,0
1089,1
1090,1
1091,1
1092,0
1093,0
1094,0
1095,0
1096,1
1097,0
1098,0
1099,1
1100,0
1101,0
1102,0
1103,1
1104,0
1105,1
1106,0
1107,0
1108,1
1109,0
1110,1
1111,0
1112,1
1113,0
1114,1
1115,0
1116,0
1117,1
1118,0
1119,0
1120,0
1121,0
1122,0
1123,0
1124,0
1125,1
1126,1
1127,0
1128,0
1129,1
1130,1
1131,0
1132,1
1133,0
1134,0
1135,0
1136,0
1137,0
1138,0
1139,1
1140,0
1141,0
1142,1
1143,1
1144,0
1145,1
1146,1
1147,0
1148,1
1149,0
1150,1
1151,1
1152,0
1153,1
1154,0
1155,1
1156,0
1157,1
1158,0
1159,0
1160,1
1161,1
1162,0
1163,1
1164,0
1165,1
1166,0
1167,1
1168,0
1169,0
1170,0
1171,1
1172,0
1173,1
1174,0
1175,0
1176,0
1177,1
1178,1
1179,0
1180,0
1181,1
1182,0
1183,0
1184,0
1185,0
1186,0
1187,0
1188,0
1189,1
1190,1
1191,0
1192,0
1193,1
1194,1
1195,0
1196,0
1197,1
1198,1
1199,0
1200,1
1201,1
1202,0
1203,1
1204,0
1205,0
1206,1
1207,0
1208,0
1209,0
1210,0
1211,0
1212,1
1213,1
1214,0
1215,0
1216,1
1217,0
1218,0
1219,0
1220,1
1221,0
1222,1
1223,1
1224,1
1225,1
1226,1
1227,1
1228,0
1229,1
1230,1
1231,0
1232,1
1233,1
1234,1
1235,0
1236,1
1237,0
1238,0
1239,0
1240,0
1241,0
1242,0
1243,0
1244,1
1245,0
1246,0
1247,0
1248,0
1249,0
1250,0
1251,1
1252,0
1253,1
1254,1
1255,1
1256,0
1257,1
1258,0
1259,0
1260,0
1261,1
1262,0
1263,1
1264,0
1265,1
1266,1
1267,0
1268,0
1269,1
1270,0
1271,0
1272,0
1273,0
1274,0
1275,0
1276,1
1277,1
1278,0
1279,1
1280,1
1281,1
1282,1
1283,0
1284,1
1285,1
1286,1
1287,0
1288,1
1289,1
1290,0
1291,1
1292,0
1293,1
1294,0
1295,0
1296,0
1297,1
1298,0
1299,1
1300,0
1301,1
1302,1
1303,1
1304,1
1305,0
1306,1
1307,0
1308,0
1309,1
1310,1
1311,0
1312,0
1313,0
1314,0
1315,1
1316,0
1317,0
1318,0
1319,0
1320,0
1321,0
1322,0
1323,1
1324,0
1325,1
1326,1
1327,1
1328,1
1329,1
1330,1
1331,1
1332,0
1333,1
1334,0
1335,1
1336,1
1337,0
1338,0
1339,0
1340,1
1341,0
1342,1
1343,1
1344,1
1345,1
1346,0
1347,0
1348,1
1349,0
1350,0
1351,0
1352,0
1353,1
1354,0
1355,0
1356,0
1357,1
1358,0
1359,0
1360,0
1361,0
1362,0
1363,0
1364,0
1365,0
1366,0
1367,0
1368,1
1369,0
1370,1
1371,1
1372,0
1373,0
1374,1
1375,0
1376,0
1377,0
1378,0
1379,1
1380,0
1381,1
1382,0
1383,1
1384,1
1385,0
1386,0
1387,0
1388,0
1389,1
1390,1
1391,1
1392,0
1393,0
1394,0
1395,1
1396,0
1397,1
1398,0
1399,0
1400,0
1401,0
1402,1
1403,1
1404,1
1405,1
1406,0
1407,0
1408,0
1409,0
1410,1
1411,0
1412,0
1413,0
1414,1
1415,0
1416,1
1417,0
1418,0
1419,1
1420,0
1421,1
1422,0
1423,1
1424,0
1425,0
1426,0
1427,0
1428,0
1429,0
1430,0
1431,1
1432,0
1433,1
1434,0
1435,0
1436,1
1437,0
1438,0
1439,1
1440,0
1441,0
1442,1
1443,0
1444,1
1445,1
1446,0
1447,0
1448,0
1449,0
1450,1
1451,0
1452,0
1453,0
1454,0
1455,0
1456,0
1457,1
1458,0
1459,1
1460,1
1461,1
1462,0
1463,0
1464,1
1465,1
1466,1
1467,0
1468,0
1469,0
1470,0
1471,1
1472,0
1473,1
1474,1
1475,1
1476,1
1477,1
1478,0
1479,0
1480,0
1481,0
1482,0
1483,0
1484,1
1485,0
1486,1
1487,0
1488,1
1489,0
1490,0
1491,1
1492,1
1493,0
1494,0
1495,1
1496,1
1497,0
1498,0
1499,0
1500,1
1501,0
1502,1
1503,0
1504,0
1505,0
1506,0
1507,0
1508,0
1509,0
1510,0
1511,0
1512,1
1513,0
1514,1
1515,1
1516,0
1517,0
1518,0
1519,0
1520,0
1521,0
1522,1
1523,0
1524,0
1525,1
1526,0
1527,0
1528,1
1529,1
1530,0
1531,0
1532,0
1533,1
1534,1
1535,0
1536,1
1537,0
1538,0
1539,1
1540,0
1541,0
1542,0
1543,1
1544,0
1545,1
1546,1
1547,0
1548,1
1549,1
1550,0
1551,0
1552,0
1553,0
1554,0
1555,1
1556,0
1557,1
1558,1
1559,1
1560,0
1561,0
1562,1
1563,1
1564,1
1565,0
1566,1
1567,1
1568,1
1569,1
1570,0
1571,0
1572,0
1573,0
1574,0
1575,0
1576,1
1577,1
1578,1
1579,1
1580,1
1581,1
1582,0
1583,1
1584,1
1585,0
1586,1
1587,0
1588,0
1589,1
1590,1
1591,1
1592,1
1593,1
1594,0
1595,1
1596,1
1597,0
1598,0
1599,1
1600,0
1601,0
1602,1
1603,0
1604,0
1605,0
1606,0
1607,0
1608,0
1609,0
1610,0
1611,1
1612,0
1613,1
1614,0
1615,1
1616,0
1617,0
1618,1
1619,0
1620,0
1621,1
1622,1
1623,0
1624,0
1625,0
1626,0
1627,1
1628,1
1629,1
1630,0
1631,0
1632,0
1633,1
1634,0
1635,0
1636,1
1637,0
1638,1
1639,1
1640,1
1641,1
1642,0
1643,0
1644,1
1645,0
1646,0
1647,0
1648,0
1649,0
1650,1
1651,0
1652,1
1653,1
1654,0
1655,1
1656,1
1657,1
1658,1
1659,1
1660,1
1661,1
1662,0
1663,0
1664,1
1665,0
1666,0
1667,0
1668,0
1669,0
1670,0
1671,0
1672,1
1673,1
1674,1
1675,1
1676,0
1677,0
1678,0
1679,0
1680,0
1681,1
1682,0
1683,0
1684,0
1685,0
1686,0
1687,0
1688,1
1689,1
1690,1
1691,0
1692,0
1693,0
1694,1
1695,1
1696,1
1697,0
1698,1
1699,0
1700,1
1701,0
1702,0
1703,1
1704,0
1705,0
1706,1
1707,0
1708,0
1709,0
1710,0
1711,0
1712,0
1713,0
1714,0
1715,0
1716,1
1717,0
1718,0
1719,1
1720,0
1721,1
1722,0
1723,0
1724,0
1725,1
1726,1
1727,1
1728,0
1729,1
1730,1
1731,1
1732,1
1733,1
1734,0
1735,0
1736,0
1737,0
1738,0
1739,0
1740,1
1741,0
1742,0
1743,1
1744,0
1745,0
1746,0
1747,1
1748,0
1749,0
1750,0
1751,0
1752,1
1753,1
1754,1
1755,0
1756,0
1757,0
1758,1
1759,1
1760,0
1761,1
1762,0
1763,1
1764,1
1765,0
1766,0
1767,0
1768,1
1769,1
1770,1
1771,0
1772,1
1773,0
1774,0
1775,0
1776,0
1777,0
1778,0
1779,0
1780,1
1781,0
1782,1
1783,1
1784,0
1785,0
1786,1
1787,0
1788,0
1789,1
1790,0
1791,1
1792,1
1793,1
1794,1
1795,0
1796,1
1797,0
1798,0
1799,0
1800,1
1801,1
1802,1
1803,1
1804,1
1805,0
1806,0
1807,1
1808,1
1809,1
1810,1
1811,1
1812,0
1813,0
1814,0
1815,0
1816,0
1817,0
1818,1
1819,1
1820,0
1821,1
1822,1
1823,1
1824,0
1825,1
1826,0
1827,1
1828,1
1829,0
1830,1
1831,0
1832,0
1833,1
1834,0
1835,0
1836,1
1837,1
1838,0
1839,0
1840,1
1841,0
1842,0
1843,1
1844,1
1845,0
1846,1
1847,0
1848,0
1849,0
1850,0
1851,0
1852,0
1853,0
1854,0
1855,0
1856,0
1857,1
1858,1
1859,0
1860,1
1861,0
1862,0
1863,0
1864,0
1865,0
1866,1
1867,1
1868,0
1869,1
1870,0
1871,1
1872,0
1873,1
1874,0
1875,1
1876,0
1877,1
1878,0
1879,1
1880,1
1881,0
1882,1
1883,1
1884,1
1885,0
1886,0
1887,0
1888,0
1889,1
1890,0
1891,0
1892,0
1893,0
1894,0
1895,1
1896,0
1897,0
1898,1
1899,1
1900,0
1901,0
1902,0
1903,1
1904,0
1905,0
1906,1
1907,0
1908,0
1909,0
1910,0
1911,0
1912,1
1913,1
1914,1
1915,0
1916,1
1917,0
1918,1
1919,1
1920,1
1921,0
1922,0
1923,0
1924,1
1925,0
1926,1
1927,0
1928,0
1929,0
1930,1
1931,1
1932,0
1933,0
1934,0
1935,0
1936,0
1937,1
1938,1
1939,1
1940,1
1941,1
1942,1
1943,1
1944,0
1945,0
1946,1
1947,0
1948,0
1949,0
1950,1
1951,0
1952,0
1953,1
1954,1
1955,0
1956,1
1957,0
1958,0
1959,0
1960,0
1961,0
1962,1
1963,0
1964,0
1965,0
1966,1
1967,1
1968,1
1969,1
1970,0
1971,1
1972,0
1973,0
1974,0
1975,0
1976,0
1977,1
1978,0
1979,0
1980,0
1981,0
1982,0
1983,1
1984,0
1985,0
1986,1
1987,0
1988,1
1989,0
1990,0
1991,0
1992,0
1993,0
1994,0
1995,1
1996,1
1997,0
1998,0
1999,0
2000,1
2001,0
2002,0
2003,0
2004,1
2005,0
2006,0
2007,1
2008,1
2009,0
2010,1
2011,0
2012,1
2013,1
2014,0
2015,0
2016,0
2017,0
2018,1
2019,1
2020,0
2021,1
2022,0
2023,0
2024,1
2025,1
2026,0
2027,1
2028,0
2029,1
2030,1
2031,0
2032,1
2033,0
2034,0
2035,0
2036,0
2037,0
2038,0
2039,0
2040,1
2041,1
2042,1
2043,1
2044,0
2045,0
2046,0
2047,0
2048,1
2049,0
2050,0
2051,1
2052,0
2053,0
2054,1
2055,0
2056,1
2057,1
2058,0
2059,0
2060,0
2061,0
2062,0
2063,1
2064,1
2065,1
2066,1
2067,1
2068,0
2069,0
2070,1
2071,1
2072,1
2073,1
2074,1
2075,1
2076,0
2077,0
2078,0
2079,1
2080,1
2081,0
2082,0
2083,0
2084,0
2085,0
2086,0
2087,1
2088,0
2089,0
2090,1
2091,0
2092,1
2093,0
2094,0
2095,0
2096,1
2097,1
2098,0
2099,1
2100,1
2101,1
2102,0
2103,1
2104,1
2105,1
2106,0
2107,1
2108,0
2109,1
2110,1
2111,0
2112,1
2113,1
2114,0
2115,1
2116,0
2117,1
2118,1
2119,1
2120,1
2121,1
2122,0
2123,0
2124,0
2125,0
2126,0
2127,0
2128,1
2129,1
2130,0
2131,0
2132,1
2133,0
2134,0
2135,0
2136,0
2137,0
2138,0
2139,1
2140,0
2141,0
2142,0
2143,0
2144,0
2145,0
2146,1
2147,0
2148,0
2149,1
2150,0
2151,0
2152,0
2153,0
2154,0
2155,0
2156,0
2157,1
2158,0
2159,0
2160,0
2161,1
2162,1
2163,0
2164,1
2165,0
2166,0
2167,1
2168,1
2169,1
2170,1
2171,1
2172,1
2173,0
2174,0
2175,0
2176,1
2177,0
2178,0
2179,1
2180,0
2181,0
2182,1
2183,1
2184,0
2185,0
2186,0
2187,1
2188,1
2189,0
2190,1
2191,1
2192,0
2193,0
2194,0
2195,0
2196,1
2197,1
2198,1
2199,1
2200,1
2201,0
2202,1
2203,1
2204,0
2205,0
2206,0
2207,1
2208,0
2209,0
2210,0
2211,0
2212,1
2213,1
2214,0
2215,0
2216,0
2217,0
2218,0
2219,1
2220,0
2221,0
2222,1
2223,1
2224,1
2225,0
2226,1
2227,0
2228,1
2229,1
2230,1
2231,0
2232,1
2233,0
2234,1
2235,1
2236,0
2237,0
2238,0
2239,0
2240,0
2241,1
2242,1
2243,1
2244,1
2245,0
2246,0
2247,0
2248,0
2249,0
2250,0
2251,0
2252,1
2253,1
2254,0
2255,0
2256,1
2257,1
2258,1
2259,0
2260,1
2261,1
2262,0
2263,0
2264,0
2265,0
2266,0
2267,1
2268,0
2269,0
2270,0
2271,1
2272,0
2273,0
2274,1
2275,1
2276,0
2277,0
2278,0
2279,1
2280,0
2281,0
2282,1
2283,0
2284,0
2285,0
2286,0
2287,0
2288,1
2289,1
2290,0
2291,1
2292,1
2293,0
2294,0
2295,0
2296,1
2297,1
2298,1
2299,0
2300,1
2301,0
2302,1
2303,0
2304,1
2305,1
2306,1
2307,0
2308,1
2309,1
2310,1
2311,0
2312,1
2313,1
2314,0
2315,0
2316,1
2317,0
2318,0
2319,1
2320,0
2321,1
2322,0
2323,1
2324,1
2325,0
2326,1
2327,0
2328,1
2329,0
2330,0
2331,1
2332,1
2333,1
2334,0
2335,0
2336,0
2337,0
2338,0
2339,1
2340,1
2341,0
2342,1
2343,0
2344,1
2345,1
2346,1
2347,0
2348,1
2349,1
2350,0
2351,1
2352,0
2353,0
2354,0
2355,0
2356,1
2357,1
2358,1
2359,0
2360,0
2361,0
2362,0
2363,0
2364,1
2365,1
2366,0
2367,1
2368,0
2369,0
2370,1
2371,0
2372,1
2373,1
2374,0
2375,1
2376,0
2377,1
2378,0
2379,1
2380,0
2381,0
2382,0
2383,0
2384,1
2385,0
2386,0
2387,0
2388,0
2389,0
2390,0
2391,1
2392,1
2393,0
2394,0
2395,1
2396,1
2397,0
2398,1
2399,1
2400,1
2401,1
2402,1
2403,0
2404,1
2405,0
2406,0
2407,1
2408,1
2409,1
2410,0
2411,1
2412,0
2413,0
2414,1
2415,0
2416,0
2417,1
2418,1
2419,0
2420,0
2421,0
2422,1
2423,0
2424,1
2425,1
2426,0
2427,1
2428,1
2429,1
2430,0
2431,1
2432,0
2433,0
2434,1
2435,0
2436,0
2437,1
2438,0
2439,1
2440,0
2441,1
2442,0
2443,0
2444,0
2445,0
2446,0
2447,0
2448,0
2449,0
2450,0
2451,0
2452,1
2453,0
2454,0
2455,0
2456,0
2457,0
2458,0
2459,0
2460,1
2461,0
2462,1
2463,0
2464,1
2465,0
2466,0
2467,1
2468,0
2469,0
2470,1
2471,0
2472,1
2473,1
2474,1
2475,1
2476,1
2477,0
2478,0
2479,0
2480,1
2481,0
2482,1
2483,0
2484,1
2485,1
2486,1
2487,0
2488,1
2489,0
2490,0
2491,0
2492,0
2493,1
2494,0
2495,0
2496,0
2497,0
2498,0
2499,0
2500,0
2501,0
2502,1
2503,1
2504,1
2505,1
2506,1
2507,0
2508,0
2509,0
2510,1
2511,1
2512,0
2513,0
2514,0
2515,0
2516,1
2517,0
2518,1
2519,1
2520,0
2521,0
2522,1
2523,0
2524,1
2525,0
2526,0
2527,0
2528,1
2529,1
2530,1
2531,0
2532,1
2533,0
2534,0
2535,0
2536,1
2537,1
2538,1
2539,0
2540,1
2541,0
2542,1
2543,0
2544,1
2545,1
2546,1
2547,1
2548,0
2549,1
2550,1
2551,0
2552,0
2553,0
2554,0
2555,1
2556,1
2557,1
2558,1
2559,0
2560,1
2561,0
2562,1
2563,1
2564,1
2565,1
2566,1
2567,1
2568,1
2569,0
2570,0
2571,0
2572,1
2573,1
2574,1
2575,0
2576,1
2577,0
2578,0
2579,1
2580,1
2581,0
2582,0
2583,1
2584,0
2585,0
2586,0
2587,0
2588,1
2589,0
2590,1
2591,0
2592,0
2593,0
2594,0
2595,0
2596,1
2597,0
2598,1
2599,1
2600,1
2601,1
2602,1
2603,1
2604,0
2605,1
2606,1
2607,1
2608,0
2609,0
2610,1
2611,0
2612,0
2613,0
2614,1
2615,0
2616,0
2617,1
2618,0
2619,0
2620,0
2621,0
2622,0
2623,1
2624,0
2625,1
2626,0
2627,0
2628,0
2629,1
2630,0
2631,0
2632,1
2633,1
2634,1
2635,0
2636,1
2637,0
2638,0
2639,0
2640,0
2641,0
2642,0
2643,1
2644,0
2645,0
2646,1
2647,0
2648,1
2649,1
2650,1
2651,0
2652,0
2653,1
2654,0
2655,1
2656,0
2657,1
2658,1
2659,1
2660,1
2661,1
2662,0
2663,0
2664,1
2665,0
2666,0
2667,1
2668,1
2669,1
2670,0
2671,1
2672,0
2673,0
2674,0
2675,0
2676,1
2677,0
2678,1
2679,0
2680,0
2681,0
2682,0
2683,1
2684,0
2685,0
2686,0
2687,0
2688,0
2689,0
2690,0
2691,1
2692,0
2693,1
2694,1
2695,0
2696,1
2697,1
2698,1
2699,1
2700,0
2701,1
2702,1
2703,0
2704,0
2705,1
2706,1
2707,1
2708,1
2709,0
2710,0
2711,0
2712,1
2713,0
2714,1
2715,0
2716,1
2717,0
2718,0
2719,0
2720,0
2721,0
2722,0
2723,1
2724,1
2725,0
2726,0
2727,0
2728,1
2729,0
2730,1
2731,0
2732,1
2733,0
2734,0
2735,0
2736,0
2737,0
2738,0
2739,1
2740,0
2741,0
2742,0
2743,0
2744,1
2745,0
2746,1
2747,1
2748,0
2749,0
2750,0
2751,1
2752,1
2753,0
2754,0
2755,1
2756,1
2757,0
2758,1
2759,0
2760,1
2761,0
2762,0
2763,0
2764,1
2765,0
2766,0
2767,0
2768,0
2769,1
2770,0
2771,0
2772,1
2773,0
2774,1
2775,0
2776,1
2777,0
2778,0
2779,1
2780,1
2781,0
2782,1
2783,0
2784,0
2785,0
2786,1
2787,0
2788,1
2789,0
2790,1
2791,1
2792,0
2793,0
2794,1
2795,0
2796,0
2797,1
2798,0
2799,1
2800,1
2801,0
2802,1
2803,0
2804,1
2805,0
2806,1
2807,1
2808,0
2809,1
2810,0
2811,1
2812,1
2813,1
2814,1
2815,0
2816,1
2817,0
2818,1
2819,1
2820,0
2821,0
2822,0
2823,1
2824,1
2825,0
2826,0
2827,1
2828,1
2829,0
2830,1
2831,0
2832,0
2833,1
2834,0
2835,1
2836,0
2837,0
2838,1
2839,0
2840,1
2841,1
2842,0
2843,1
2844,0
2845,1
2846,0
2847,1
2848,0
2849,0
2850,0
2851,0
2852,1
2853,0
2854,1
2855,0
2856,0
2857,1
2858,0
2859,0
2860,0
2861,1
2862,0
2863,1
2864,1
2865,0
2866,0
2867,0
2868,1
2869,0
2870,0
2871,0
2872,0
2873,0
2874,0
2875,1
2876,0
2877,0
2878,0
2879,0
2880,1
2881,0
2882,0
2883,0
2884,0
2885,0
2886,0
2887,1
2888,1
2889,1
2890,0
2891,0
2892,0
2893,0
2894,0
2895,1
2896,0
2897,0
2898,1
2899,0
2900,0
2901,0
2902,1
2903,1
2904,1
2905,0
2906,0
2907,1
2908,0
2909,0
2910,0
2911,1
2912,0
2913,0
2914,0
2915,1
2916,0
2917,1
2918,1
2919,0
2920,0
2921,1
2922,0
2923,0
2924,1
2925,1
2926,0
2927,0
2928,1
2929,1
2930,1
2931,0
2932,0
2933,1
2934,0
2935,0
2936,0
2937,0
2938,0
2939,0
2940,0
2941,0
2942,0
2943,0
2944,0
2945,0
2946,0
2947,1
2948,1
2949,0
2950,0
2951,0
2952,1
2953,0
2954,1
2955,0
2956,0
2957,0
2958,1
2959,1
2960,1
2961,0
2962,0
2963,0
2964,0
2965,0
2966,1
2967,1
2968,0
2969,1
2970,1
2971,0
2972,1
2973,0
2974,0
2975,0
2976,0
2977,1
2978,0
2979,1
2980,0
2981,0
2982,0
2983,0
2984,0
2985,0
2986,1
2987,1
2988,0
2989,1
2990,0
2991,0
2992,1
2993,0
2994,1
2995,0
